Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2014/11/25,MSFT,MSFT,S,BATS,6334
2014/11/26,MSFT,MSFT,S,BATS,3734
2014/11/28,MSFT,MSFT,S,BATS,1311
2014/12/01,MSFT,MSFT,S,BATS,3761
2014/12/02,MSFT,MSFT,S,BATS,5012
2014/12/03,MSFT,MSFT,S,BATS,1856
2014/12/04,MSFT,MSFT,S,BATS,4470
2014/12/05,MSFT,MSFT,S,BATS,3235
2014/12/08,MSFT,MSFT,S,BATS,3547
2014/12/09,MSFT,MSFT,S,BATS,5711
2014/12/10,MSFT,MSFT,S,BATS,7776
2014/12/11,MSFT,MSFT,S,BATS,5665
2014/12/12,MSFT,MSFT,S,BATS,10119
2014/12/15,MSFT,MSFT,S,BATS,5201
2014/12/16,MSFT,MSFT,S,BATS,6118
2014/12/17,MSFT,MSFT,S,BATS,7273
2014/12/18,MSFT,MSFT,S,BATS,5414
2014/12/19,MSFT,MSFT,S,BATS,5389
2014/12/22,MSFT,MSFT,S,BATS,3241
2014/12/23,MSFT,MSFT,S,BATS,5681
2014/12/24,MSFT,MSFT,S,BATS,1176
2014/12/26,MSFT,MSFT,S,BATS,1854
2014/12/29,MSFT,MSFT,S,BATS,1859
2014/12/30,MSFT,MSFT,S,BATS,2212
2014/12/31,MSFT,MSFT,S,BATS,4794
2015/01/02,MSFT,MSFT,S,BATS,4801
2015/01/05,MSFT,MSFT,S,BATS,6517
2015/01/06,MSFT,MSFT,S,BATS,10355
2015/01/07,MSFT,MSFT,S,BATS,7102
2015/01/08,MSFT,MSFT,S,BATS,12665
2015/01/09,MSFT,MSFT,S,BATS,9178
2015/01/12,MSFT,MSFT,S,BATS,7786
2015/01/13,MSFT,MSFT,S,BATS,7686
2015/01/14,MSFT,MSFT,S,BATS,6047
2015/01/15,MSFT,MSFT,S,BATS,7115
2015/01/16,MSFT,MSFT,S,BATS,12147
2015/01/20,MSFT,MSFT,S,BATS,13234
2015/01/21,MSFT,MSFT,S,BATS,16565
2015/01/22,MSFT,MSFT,S,BATS,13345
2015/01/23,MSFT,MSFT,S,BATS,11419
2015/01/26,MSFT,MSFT,S,BATS,39585
2015/01/27,MSFT,MSFT,S,BATS,87875
2015/01/28,MSFT,MSFT,S,BATS,30236
2015/01/29,MSFT,MSFT,S,BATS,24406
2015/01/30,MSFT,MSFT,S,BATS,24303
2015/02/02,MSFT,MSFT,S,BATS,12881
2015/02/03,MSFT,MSFT,S,BATS,14405
2015/02/04,MSFT,MSFT,S,BATS,13172
2015/02/05,MSFT,MSFT,S,BATS,12167
2015/02/06,MSFT,MSFT,S,BATS,8559
2015/02/09,MSFT,MSFT,S,BATS,7245
