Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2015/01/15,AMZN,AMZN,S,BATS,7452
2015/01/16,AMZN,AMZN,S,BATS,9904
2015/01/20,AMZN,AMZN,S,BATS,4298
2015/01/21,AMZN,AMZN,S,BATS,20992
2015/01/22,AMZN,AMZN,S,BATS,13000
2015/01/23,AMZN,AMZN,S,BATS,17280
2015/01/26,AMZN,AMZN,S,BATS,4549
2015/01/27,AMZN,AMZN,S,BATS,3714
2015/01/28,AMZN,AMZN,S,BATS,4967
2015/01/29,AMZN,AMZN,S,BATS,16246
2015/01/30,AMZN,AMZN,S,BATS,54116
2015/02/02,AMZN,AMZN,S,BATS,15236
2015/02/03,AMZN,AMZN,S,BATS,8306
2015/02/04,AMZN,AMZN,S,BATS,6642
2015/02/05,AMZN,AMZN,S,BATS,19154
2015/02/06,AMZN,AMZN,S,BATS,11683
2015/02/09,AMZN,AMZN,S,BATS,6325
2015/02/10,AMZN,AMZN,S,BATS,7875
2015/02/11,AMZN,AMZN,S,BATS,5506
